code,designation,prix,type_article,nature,classe,ville
CLA_7401,Social Studies : THE GOOD CITIZEN. PUPIL’S BOOK CLASSES 1 AND 2 (COSMOS),1500,manuel,Homologué,CLASS I,
CLA_1472,WORKBOOK OF ENGLISH CLASSES 1(NMI EDUCATION),1000,manuel,Homologué,CLASS I,
CLA_747,English: WINNERS CLASS 2 (NMI EDUCATION),1800,manuel,Homologué,CLASS II,
CLA_6032,French : J’apprends Le Français 2 (ANUCAM),1800,manuel,Homologué,CLASS II,
CLA_9396,French : WORKBOOK OF FRENCH CLASS 2 (COSMOS),1100,manuel,Homologué,CLASS II,
CLA_3745,Handwriting : EMERGENCE IN HANDWRITTING (MONDOUX),1500,manuel,Homologué,CLASS II,
CLA_1452,ICT: Winners CLASSES 1 AND 2 (NMI Education),1500,manuel,Homologué,CLASS II,
CLA_4401,Mathematics : WINNERS IN MATHEMATICS (NMI EDUCATION),1800,manuel,Homologué,CLASS II,
CLA_6850,SOUNDS AND WORD BUILDING CLASSES 1AND 2 (ATEMEC),1500,manuel,Homologué,CLASS II,
CLA_427,Science And Technology: STANDARD SCIENCE AND TECHNOLOGY (BECHACAM),1500,manuel,Homologué,CLASS II,
CLA_4508,Social Studies : The Good Citizen Pupil’s Book (classes I And Ii)(cosmos),1500,manuel,Homologué,CLASS II,
CLA_5784,WORKBOOK OF ENGLISH CLASSES 2 (NMI EDUCATION),1100,manuel,Homologué,CLASS II,
CLA_8305,WORKBOOK OF MATHEMATIQUES CLASS 2 (NMI EDUCATION),1150,manuel,Homologué,CLASS II,
CLA_3892,English Language : WINNERS IN ENGLISH Class 3 (NMI Education),1800,manuel,Homologué,CLASS III,
CLA_6735,French Language : FRENCH CLASS 3(AFRICA EDUCATION),1700,manuel,Homologué,CLASS III,
CLA_6106,ICT: ICT Class 3 And Class 4 (ATEMEC),1600,manuel,Homologué,CLASS III,
CLA_3189,Literature : How Are You Benjamin ? (africa Education),1000,manuel,Homologué,CLASS III,
CLA_3366,Mathematics : MATHEMATICS CLASS 3 (ATEMEC),1800,manuel,Homologué,CLASS III,
CLA_5519,Mathematics : WORKBOOK OF MATHEMATICS CLASS 3(ATEMEC),1150,manuel,Homologué,CLASS III,
CLA_2239,SOUND AND WORD BUILDIND CLASSES 3 AND 4 (ATEMEC),1500,manuel,Homologué,CLASS III,
CLA_3320,Science And Technology: SCIENCE AND TECHNOLOGY CLASS 3 (ATEMEC),1600,manuel,Homologué,CLASS III,
CLA_4223,Social Studies : SOCIAL STUDIES CLASS 3 (GLOBAL INDUSTRIES),1800,manuel,Homologué,CLASS III,
CLA_6920,WORKBOOK OF ENGLISH CLASS 3 (NMI),1150,manuel,Homologué,CLASS III,
CLA_9338,WORKBOOK OF FRENCH CLASS 3 (AFRICA EDUCATION),1150,manuel,Homologué,CLASS III,
CLA_1108,English Language : WINNERS IN ENGLISH Class 4 (NMI Education),1800,manuel,Homologué,CLASS IV,
CLA_7256,French Language : FRENCH CLASS 4 (AFRICA EDUCATION),1700,manuel,Homologué,CLASS IV,
CLA_6106,ICT: ICT Class 3 And Class 4 (ATEMEC),1600,manuel,Homologué,CLASS IV,
CLA_9061,Literature : BENJAMIN IS NOT A LITTLE BOY ! (africa Education),1000,manuel,Homologué,CLASS IV,
CLA_5128,Mathematics : INNOVATIVE MATHEMATICS CLASS 4 (DESTINY PRINT),1800,manuel,Homologué,CLASS IV,
CLA_3631,Mathematics : WORKBOOK OF MATHEMATICS CLASS 4 (DESTINY PRINT),1100,manuel,Homologué,CLASS IV,
CLA_2239,SOUND AND WORD BUILDIND CLASSES 3 AND 4 (ATEMEC),1500,manuel,Homologué,CLASS IV,
CLA_5913,Science And Technology: SCIENCE AND TECHNOLOGY CLASS 4 (METROPOLITAIN),1600,manuel,Homologué,CLASS IV,
CLA_8483,Social Studies : WINNER IN SOCIAL STUDIES CLASS 4 (NMI EDUCATION),1850,manuel,Homologué,CLASS IV,
CLA_3379,WORKBOOK OF ENGLISH CLASS 4 (NMI),1150,manuel,Homologué,CLASS IV,
CLA_4982,WORKBOOK OF FRENCH CLASS 4 (AFRICA EDUCATION),1150,manuel,Homologué,CLASS IV,
CLA_9944,English Language: ENGLISH CLASS 5 (LONGHORN),1900,manuel,Homologué,CLASS V,
CLA_9079,French: FRENCH CLASS 5(AFRICA EDUCATION),1900,manuel,Homologué,CLASS V,
CLA_1498,ICT : INFORMATION AND COMMUNICATION TECHNOLOGY (BECHACAM),1800,manuel,Homologué,CLASS V,
CLA_5634,Literature : STORIES AND WONDERS (NMI EDUCATION),1000,manuel,Homologué,CLASS V,
CLA_8120,Mathematics : MATHEMATICS CLASS 5(BECHACAM),1900,manuel,Homologué,CLASS V,
CLA_9900,Mathematics: WORKBOOK OF MATHEMATICS CLASS 5(BECHACAM),1100,manuel,Homologué,CLASS V,
CLA_9549,SOCIAL STUDIES: WINNERS IN SOCIAL STUDIES CLASS 5 (NMI EDUCATION),1800,manuel,Homologué,CLASS V,
CLA_6202,Science And Technology: WINNERS IN SCIENCE AND TECHNOLOGY CLASS 5 (NMI EDUCATION),1800,manuel,Homologué,CLASS V,
CLA_6007,WORKBOOK OF ENGLISH CLASS 5 (LONGHORN),1150,manuel,Homologué,CLASS V,
CLA_4381,WORKBOOK OF FRENCH CLASS 5(AFRICA EDUCATION),1150,manuel,Homologué,CLASS V,
CLA_8023,English Language: ENGLISH CLASS 6 (BECHACAM),1900,manuel,Homologué,CLASS VI,
CLA_7521,French Language: FRENCH CLASS 6(AFRICA EDUCATION),1900,manuel,Homologué,CLASS VI,
CLA_463,ICT: ICT CLASS 5 AND CLASS 6(BECHACAM),1800,manuel,Homologué,CLASS VI,
CLA_289,Literature : WAKE UP ! (COSMOS),1000,manuel,Homologué,CLASS VI,
CLA_6029,Mathematics : MATHEMATICS CLASS 6(BECHACAM),1900,manuel,Homologué,CLASS VI,
CLA_1367,Mathematics: WORKBOOK OF MATHEMATICS CLASS 6 (BECHACAM),1150,manuel,Homologué,CLASS VI,
CLA_4565,Science And Technology: SCIENCE AND TECHNOLOGY CLASS 6 (LEGEND PUBLISHERS),1800,manuel,Homologué,CLASS VI,
CLA_3078,Social Studies: WINNERS IN SOCIAL STUDIES CLASS 6(NMI EDUCATION),1850,manuel,Homologué,CLASS VI,
CLA_9968,WORKBOOK OF ENGLISH CLASS 6 (BECHACAM),1200,manuel,Homologué,CLASS VI,
CLA_7659,WORKBOOK OF FRENCH CLASS 6 (AFRICA EDUCATION),1250,manuel,Homologué,CLASS VI,
FOR_9160,"AN INTRODUCTION TO POETRY, VOL.1(SHILOH PRINTERS)",1200,manuel,Homologué,FORM I AND 1st YEAR,
FOR_9736,Biology : EMERGING Biology FORM 1 (GLOBAL PUBLISHER),3500,manuel,Homologué,FORM I AND 1st YEAR,
FOR_1600,CLEAN SCHOOL (MONDOUX),1000,manuel,Homologué,FORM I AND 1st YEAR,
FOR_1582,Chemistry : ELEMENTARY Chemistry FOR FORM 1 (TOWA BOOKS),3000,manuel,Homologué,FORM I AND 1st YEAR,
FOR_4773,Citizenship: THE PATRIOTIC CITIZEN BOOK 1 (GREENWORLD),4000,manuel,Homologué,FORM I AND 1st YEAR,
FOR_546,Computer Science : Computer Science FOR FORM1 (GRASSROOTS),3500,manuel,Homologué,FORM I AND 1st YEAR,
FOR_9736,English Language: PRIME ENGLISH FORM1 (NMI),3800,manuel,Homologué,FORM I AND 1st YEAR,
FOR_3352,FIRESIDE TALES (PENG EDITION),2000,manuel,Homologué,FORM I AND 1st YEAR,
FOR_3255,French Language: FRENCH FORM 1(MONDOUX),3600,manuel,Homologué,FORM I AND 1st YEAR,
FOR_5526,Geography : Geography For Competency Development: BOOK1(GREENWORLD),3000,manuel,Homologué,FORM I AND 1st YEAR,
FOR_1907,History: HISTORY FOR FORM 1(GRASSROOTS),3200,manuel,Homologué,FORM I AND 1st YEAR,
FOR_363,Home Economics : CONTEXTUAL HOME ECONOMICS FORM 1(GRACE PUBLISHER),4500,manuel,Homologué,FORM I AND 1st YEAR,
FOR_4133,Mathematics : INTEGRATED SECONDARY MATHEMATIC FORM1 (SHILOH PRINTED),3500,manuel,Homologué,FORM I AND 1st YEAR,
FOR_6865,Physics: PRIME PHYSICS FORM1 (NMI),3200,manuel,Homologué,FORM I AND 1st YEAR,
FOR_7010,A TIME TO RECONCILE (PEACOCK),1200,manuel,Homologué,FORM II AND 2st YEAR,
FOR_8985,"AN INTRODUCTION TO POETRY, VOL.2(SHILOH PRINTERS)",1200,manuel,Homologué,FORM II AND 2st YEAR,
FOR_1399,Biology: EMERGING BIOLOGY BOOK 2 (GLOBAL PUBLISHER),3000,manuel,Homologué,FORM II AND 2st YEAR,
FOR_4224,Chemistry: INTEGRATED SECONDARY CHEMISTRY (DOMINION),3000,manuel,Homologué,FORM II AND 2st YEAR,
FOR_9791,Citizenship : THE ADVOCATE FOR CITIZENSHIP EDUCATION FORM 2 (GRACE PUBLISHER),3500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_2131,Computer Science : COMPUTER FOR FORM 2 (GRASSROOTS),3500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_8780,English Language: PRIME ENGLISH FORM 2 (NMI),3800,manuel,Homologué,FORM II AND 2st YEAR,
FOR_6387,French Language: FRENCH FORM 2 (MONDOUX),3500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_6303,GOING HOME (NYAA PUBLISHER),2000,manuel,Homologué,FORM II AND 2st YEAR,
FOR_2993,Geography : Geography For Competency Development 2(GREENWORLD),4000,manuel,Homologué,FORM II AND 2st YEAR,
FOR_7022,History: BASIC KEYSTONES IN HISTORY FORM2 (GRACE PUBLISHER),4000,manuel,Homologué,FORM II AND 2st YEAR,
FOR_83,Home Economics: CONTEXTUAL HOME ECONOMICS FORM 2(GRACE PUBLISHER),4500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_3393,Physics: PHYSICS FOR SECONDARY SCHOOL IN CAMEROON FORM 2 (LONGHORN),3500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_7141,Pure Mathematics : INTEGRATED SECONDARY MATHEMATIC BOOK 2 (SHILOH PRINTED),3500,manuel,Homologué,FORM II AND 2st YEAR,
FOR_1709,A PEN KILLS (NMI),2500,manuel,Homologué,FORM III,
FOR_1936,Biology : Understanding Biology (GREENWORLD),6500,manuel,Homologué,FORM III,
FOR_8612,"Chemistry : Understanding Chemistry FORMS 3,4,5 (TEWA BOOKS)",6500,manuel,Homologué,FORM III,
FOR_1417,"Citizenship: Citizenship Education FORMS 3,4,5 (CATWA)",3000,manuel,Homologué,FORM III,
FOR_9522,"Commerce : SUCCESS IN COMMERCE FORMS 3,4,5 (GRACE PUBLISHER)",7000,manuel,Homologué,FORM III,
FOR_1054,Computer Science: PRIME ICT FORM 3 (NMI),4000,manuel,Homologué,FORM III,
FOR_7119,Economics: ECONOMICS FOR GCE O/ A LEVEL AND ITVE (CATWA),7000,manuel,Homologué,FORM III,
FOR_6680,English Language: INNOVATIVE ENGLISH (MONDOUX),3600,manuel,Homologué,FORM III,
FOR_99,Food And Nutrition : CONTEXTUAL FOOD AND NUTRITION Form III (GRACE PUBLISHER),4500,manuel,Homologué,FORM III,
FOR_6890,French Language: FRENCH FORM 3 (AFRICA EDUCATION),3900,manuel,Homologué,FORM III,
FOR_8337,"History: AN INTEGRATED HISTORY SINCE 1850 FOR Forms 3, 4 & 5 (QUALITY PRINT)",6000,manuel,Homologué,FORM III,
FOR_9111,INCLUSIVE EDUCATION : THE WAY TO GO (NYAA PUBLISHER),1800,manuel,Homologué,FORM III,
FOR_2866,International Studen’t Atlas (forms III To V) (OXFORD),6000,manuel,Homologué,FORM III,
FOR_3201,Logic: The Essential Logic For Ordinary Level (GRASSROOTS),2500,manuel,Homologué,FORM III,
FOR_8278,MY CAMEROON AND OTHERS POEME (PENG EDITION),1800,manuel,Homologué,FORM III,
FOR_2288,"NEW 21ST CENTURY PHYSICAL, HUMAN AND CAMEROON GEOGRAPHY (GRASSROOTS)",8000,manuel,Homologué,FORM III,
FOR_3937,Physics: PHYSICS FORM 3 (GRACE PUBLISHER),4500,manuel,Homologué,FORM III,
FOR_6785,Pure Mathematics: PRIME MATHEMATICSFORM 3 (NMI),4200,manuel,Homologué,FORM III,
FOR_557,Additional Mathematics: Explaining Additional Mathematics (NAARAT),9000,manuel,Homologué,FORM IV,
FOR_146,Biology: Understanding Biology Vol. 1 Form 4 And 5 (GREENWORLD),8000,manuel,Homologué,FORM IV,
FOR_3620,CITIZENSHIP : The ADVOCATE For CITIZENSHIP EDUCATION FORMS 4 AND 5 (GRACE PUBLISHER),4000,manuel,Homologué,FORM IV,
FOR_7302,"Chemistry: Understanding Chemistry FORM 3,4 And 5 (TEWA BOOKS)",6500,manuel,Homologué,FORM IV,
FOR_6453,"Commerce : Success In Commerce Forms 3, 4 And 5 (CATWA)",4000,manuel,Homologué,FORM IV,
FOR_5356,Computer Science ; Computer Science Form 4 (africa Education),4500,manuel,Homologué,FORM IV,
FOR_2549,"Economics: ECONOMICS FOR GCE O LEVEL AND ITVE Form 3,4 And 5 (CATWA)",7000,manuel,Homologué,FORM IV,
FOR_4049,"English Language: Prime, Form 4 (NMI)",4200,manuel,Homologué,FORM IV,
FOR_9194,Food And Nutrition: CONTEXTUAL FOOD AND NUTRITION FORMS 4 AND 5(GRACE PUBLISHER),4500,manuel,Homologué,FORM IV,
FOR_3428,French Language: FRENCH FORM 4 (MONDOUX),3600,manuel,Homologué,FORM IV,
FOR_2714,Geography: 21st Century Applied Physical Geography And Mapwork For Forms 4 And 5 (GRASSROOTS),8000,manuel,Homologué,FORM IV,
FOR_1583,Geology: BASIC BIOLOGY FOR COLLEGE FORM 4 And 5 (TEWA BOOKS),5000,manuel,Homologué,FORM IV,
FOR_8337,"History: AN INTEGRATED HISTORY SINCE 1850 FOR Forms 3, 4 & 5 (QUALITY PRINT)",6000,manuel,Homologué,FORM IV,
FOR_8772,Human Biology: Understanding Biology Vol. 2 (GREENWORLD),6500,manuel,Homologué,FORM IV,
FOR_3201,Logic: The Essential Logic For Ordinary Level (GRASSROOTS),2500,manuel,Homologué,FORM IV,
FOR_5308,Physics: STANDART PHYSICS FORM 4 (DOMINION),5000,manuel,Homologué,FORM IV,
FOR_4275,Pure Mathematics: PRIME MATHEMATICS FORM 4 AND 5 (NMI),5500,manuel,Homologué,FORM IV,
FOR_9392,The Crown Of Thorns (grace Publisher),3500,manuel,Homologué,FORM IV,
FOR_9030,Additional Mathematics: Explaining Additional Mathematics (NAARAT,9000,manuel,Homologué,FORM V,
FOR_2716,Biology : Understanding Biology Vol.1 Forms 4 And 5 (greenworld),8000,manuel,Homologué,FORM V,
FOR_1913,CITIZENSHIP : THE ADVOCATE FOR CITIZENSHIP EDUCATION FORMS 4 And 5 (grace Publisher),4000,manuel,Homologué,FORM V,
FOR_7934,"Chemistry : Understanding Chemistry, Forms 3, 4 And 5 (TEWA Books)",6500,manuel,Homologué,FORM V,
FOR_2227,"Commerce : Success In Commerce Forms 3, 4 And 5 (grace Publisher)",7000,manuel,Homologué,FORM V,
FOR_4112,Computer Science :computer Science Form 5 (africa Edu),5000,manuel,Homologué,FORM V,
FOR_9200,English Language: Prime English Form 5 (NMI),4500,manuel,Homologué,FORM V,
FOR_6157,French Language: FRENCH FORM 5 (AFRICAEDUCATION),4000,manuel,Homologué,FORM V,
FOR_3293,"Geography: New 21st Century Physical, Human And Cameroon Geography For Forms 3,4 And 5 (GRASSROOTS)",8000,manuel,Homologué,FORM V,
FOR_5329,"Geology: Basic Geology For Colleges, Forms 4 And 5 (TEWA Books)",5000,manuel,Homologué,FORM V,
FOR_8337,"History: AN INTEGRATED HISTORY SINCE 1850 FOR Forms 3, 4 & 5 (QUALITY PRINT)",6000,manuel,Homologué,FORM V,
FOR_4557,"Human Biology : Understanding Biology, Forms 4 And 5 Vol. 2 (greenworld)",6500,manuel,Homologué,FORM V,
FOR_3201,Logic: The Essential Logic For Ordinary Level (GRASSROOTS),2500,manuel,Homologué,FORM V,
FOR_2998,Mathematics: PRIME MATHEMATICS FORM 4 AND 5 (NMI),5300,manuel,Homologué,FORM V,
FOR_356,Physics : Prime Physics Form 5 (NMI),5000,manuel,Homologué,FORM V,
FOR_9392,The Crown Of Thorns (grace Publisher),3500,manuel,Homologué,FORM V,
LOW_5309,A Stylistic Guide To Literary Appreciation (CLE),3000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_9566,Advanced Chemistry ( Oxford),15500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_7706,Advanced Computer Science Demystifield( Grassroots),6500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_4074,Advanced Economics (destiny Print),6000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_7190,Advanced Integrated Human Geography (greenworld),11000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_5503,Advanced Level ICT Demystified (grassroots),6500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_2142,Advanced Level Physics : A Modern Approach (grace Pub),9000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_5827,Advanced Level Pure Mathematics Made Easy (grace Publ),8000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_9291,An Integrated Core Approach Demystifield Further Mechanics (quality Print),4000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_7026,Apprenons Le Français (ANUCAM),4000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_1545,Certified Philosophy For Cameroon GCE (catwa),7500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_9131,Complete Physical Geography And Contemporary Environmental Issues For Advanced Learners / Practical Geography (grassroots Publ),11000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_4452,Comprehensive A Level Biology : Concepts And App (presbook),9000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_8742,Comprehensive Advanced Level History (grace Publisher),9500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_7901,English Language: Mastering English (NMI),4500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_5998,Explaining Advanced Level Statistics ( Naarat Pub),10000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_6932,Further Pure Mathematics Made Easy (grace Publ),9000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_1477,Geology For Advanced Level(main Textbook) (grassroots),8500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_4389,Le Fils D’agatha Moudio (CLE),3200,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_2341,Mathematics : Mechanics And Probability (oxford),10000,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_7595,Panorama Of Advanced Level. Practical Manual ( Grassroots),2500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_6004,Prose And Poetry Appreciation Handbook (presbook),3500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_3308,Statistical Techniques And Fieldwork In Geography (gassroots Publ),4500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_4536,The General Prologue And The Merchant’s Tale (NMI EDUCATION),1500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_5310,The Lady With The Beard (CLE),2500,manuel,Homologué,LOWER & UPPER SIXTH,
LOW_1914,Walaande. L’art De Partager Un Mari (proximité),3000,manuel,Homologué,LOWER & UPPER SIXTH,
